ticker,epochs_trained,train_r2,train_rmse,train_dir_acc,val_r2,val_rmse,val_dir_acc,test_r2,test_rmse,test_dir_acc,target_date,forecast_return
DLR,31,0.8910710992642785,0.023107959056215308,92.06642066420663,-0.8921496801032258,0.0674356677732496,58.30258302583026,-0.6144722147973203,0.08615602355437352,53.30882352941176,2026-03-11,-1.2952447
HIG,18,0.46949991680135506,0.05770350414727109,76.14213197969542,0.06855487035220853,0.05098158298999617,71.95571955719558,-0.7594846456602169,0.0641171270945505,53.13653136531366,2026-03-11,2.0399928
ELV,16,0.3613247307290447,0.05934341080875438,73.44398340248964,-0.45135245640002886,0.08404373740428145,57.93357933579336,-0.1743624460951947,0.10963849477497878,52.94117647058824,2026-03-11,9.454799
UNH,16,0.06758515885977734,0.05696834549328929,64.63808206546796,-0.12069501598343235,0.07686769780516636,42.435424354243544,-0.18434663415668728,0.18015576333967273,52.94117647058824,2026-03-11,1.4520168
WFC,29,0.8861887207203913,0.030352246972277532,87.81725888324873,-0.1245574542287613,0.08677415566345581,63.837638376383765,-0.6189711640220812,0.09481153766147768,52.94117647058824,2026-03-11,-8.939981
AMGN,36,0.9278722644105902,0.017535900183986635,92.98892988929889,0.0418224669601428,0.07299574885847476,62.73062730627307,-0.10740899959925576,0.07233585072826813,52.57352941176471,2026-03-11,-9.307045
CAH,17,0.34965507632363224,0.06534396964852998,73.62840018441679,-0.10300767154388413,0.06243186082304637,53.13653136531366,-0.6152917369824196,0.10066446536305322,52.57352941176471,2026-03-11,0.92612505
COR,20,0.7200949085140474,0.03605589803998228,85.66159520516366,0.04220647029244751,0.0559413024099723,69.00369003690037,-0.47480159721469106,0.06328547200475196,52.57352941176471,2026-03-11,4.2392015
NFLX,20,0.7917038801574824,0.05994363848821749,84.64730290456431,-0.5620986128535794,0.09051133354986447,64.57564575645756,-1.123761954293367,0.14517424240943297,52.57352941176471,2026-03-11,5.9610367
QCOM,16,0.216436976627857,0.09284180660520566,69.8339483394834,-0.27142196830998166,0.10597666853999353,50.0,-0.03029244241469531,0.0839994804912247,52.57352941176471,2026-03-11,2.8102875
LNG,16,0.15442761919705883,0.09297476810740453,61.208487084870846,-0.46049147330458196,0.07217451124225091,38.00738007380074,-0.16097058058203784,0.067322326162698,52.57352941176471,2026-03-11,0.56494474
ADBE,16,0.27902251393229505,0.07253260879812069,71.77121771217713,-0.35055428470913874,0.10689756274572475,50.184501845018445,-0.3031794178249203,0.1078896952842476,52.57352941176471,2026-03-11,7.8104854
